season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_vertical,rec_route_hitch,rec_route_in_break,rec_route_out_break,rec_route_screen,rec_route_other
2025,00-0033375,24,10.75,8,6,15,3,6,9,0.3333333333333333,0.25,0.625,0.125,0.25,0.375,0.2916666666666667,0.125,0.375,0.125,0.08333333333333333,0
2025,00-0033376,2,3,0,1,0,1,1,0,0,0.5,0,0.5,0.5,0,0,1,0,0,0,0
2025,00-0033439,2,0.5,0,2,0,0,2,1,0,1,0,0,1,0.5,0,0,0,1,0,0
2025,00-0033455,10,3.5,1,7,3,3,4,3,0.1,0.7,0.3,0.3,0.4,0.3,0,0.1,0.2,0.6,0.1,0
2025,00-0033526,21,-1.5238095238095237,0,21,8,5,8,1,0,1,0.38095238095238093,0.23809523809523808,0.38095238095238093,0.047619047619047616,0,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.6190476190476191,0
2025,00-0033538,1,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
2025,00-0033553,9,-1,1,8,4,1,4,1,0.1111111111111111,0.8888888888888888,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0.6666666666666666,0
2025,00-0033555,65,13.092307692307692,20,9,21,13,31,5,0.3076923076923077,0.13846153846153847,0.3230769230769231,0.2,0.47692307692307695,0.07692307692307693,0.26153846153846155,0.16923076923076924,0.35384615384615387,0.2153846153846154,0,0
2025,00-0033576,8,4,1,4,1,2,4,4,0.125,0.5,0.125,0.25,0.5,0.5,0,0.25,0.5,0.25,0,0
2025,00-0033589,1,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2025,00-0033591,10,14.5,5,1,1,1,8,2,0.5,0.1,0.1,0.1,0.8,0.2,0.5,0.3,0,0.2,0,0
2025,00-0033699,7,1.7142857142857142,1,6,2,1,4,0,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.5714285714285714,0,0.14285714285714285,0.2857142857142857,0,0.14285714285714285,0.42857142857142855,0
2025,00-0033757,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2025,00-0033854,13,1.8461538461538463,0,10,5,0,8,3,0,0.7692307692307693,0.38461538461538464,0,0.6153846153846154,0.23076923076923078,0,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.23076923076923078,0
2025,00-0033857,45,5.4222222222222225,6,22,12,13,20,9,0.13333333333333333,0.4888888888888889,0.26666666666666666,0.28888888888888886,0.4444444444444444,0.2,0,0.3111111111111111,0.4444444444444444,0.15555555555555556,0.08888888888888889,0
2025,00-0033858,55,4.333333333333333,6,35,16,17,21,8,0.10909090909090909,0.6363636363636364,0.2909090909090909,0.3090909090909091,0.38181818181818183,0.14545454545454545,0.10909090909090909,0.23636363636363636,0.09090909090909091,0.3090909090909091,0.2545454545454545,0
2025,00-0033873,1,-8,0,1,0,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,0
